,BMS,Flatirons_M2,NELHA,UA_OASIS,UNLV
0,650648.7938,5402069.634,4251085.958000001,373454.717,1544808.5272
1,1533715.6018,5011964.824,4446261.844,261357.0632,2101160.64
2,2563996.34,1219073.393,3433329.943999999,517004.551,1376398.2836
3,4672801.79,1244962.2974,5703036.56,6965.199922,136282.848
4,2145415.336,647453.8756,2804184.9260000004,30194.224280000002,386227.3768
5,1543181.8424,969667.8196,1544808.5272,3124.390098,286690.8618
6,621235.3198,1779234.5108,4574793.906,36625.20366,469267.865
7,522119.908,1684132.4454,6453474.272000001,210839.9114,2058503.83
8,1134489.7312,384722.457,14739181.578,32971.29288,903246.8604
9,829136.9288,379805.2528,17765754.15,108530.82294000001,492940.8308
10,41432.18776,1351686.6138,10712580.822,198714.38796,1226499.6716
11,153167.16664,1385710.7116,15242578.41,20054623.18,453754.8192
12,590147.9896,2703708.152,22621260.48,37484611.98,335262.8354
13,1967272.8194,768863.741,29833575.24,65637446.96,170516.2438
14,51173.28068,40948.07754,39170941.48,52801538.28,1069754.1378
15,64494.92424,264438.6796,59023843.92,38184499.98,1591927.6504
16,294346.631,134570.18936,26066675.04,28571166.76,924653.2558
17,915055.5202,417382.2866,6237155.582,25853155.82,530055.3962
18,232690.811,390874.1592,5036970.028,24100361.16,156856.60904
19,3012.968492,682705.7676,1267170.7466,49351859.52,31938.8651
20,0.0,1812517.4654,3419492.088,66963920.0,3946.5668840000003
21,1270.5008144,2099829.176,8555485.984,49565152.46,9797.12226
22,9686.037844,134623.49152,18644873.398,54618670.52,2570.8458379999997
23,805541.6718,2800554.3039999995,33976742.62,31920481.66,101000.50308
24,969469.0086,1682696.4526,39004979.66,6543228.916,9134.323537999997
25,958378.9088,1571814.1094,41153360.94,452796.773,99860.42138
26,1825824.7324,716286.073,4098499.502,74718.5269,57547.2493
27,2629946.3959999997,890037.1096,234615.5626,103038.76763999999,37074.6796
28,4468799.103999999,1597467.997,677839.4076,537534.0224,479638.0546
29,1788189.3706,1859991.3348,3311026.988,10307.51878,163500.35066
30,1282681.1082,4995933.8319999995,7459811.4860000005,383007.3412,50117.6223
31,1576757.7812,2428448.966,4446261.844,1188529.0964,14384.594914
32,1715640.4648,1816442.4046,10498041.746,107197.19648,248146.321
33,103978.32512000001,1932115.5066,23818682.44,230318.7756,12254.616090000005
34,42190.07502,6258497.607999999,53622689.52,92741.48414,143334.3678
35,122330.30944000003,6998561.652000003,98984954.48,92575.25598,242815.4438
36,34217.8881,3887061.7739999997,124114352.46,311088.459,1065514.1344
37,1932745.2362,1727885.2754,180879194.16,2318678.36,249270.0006
38,330583.457,1675242.447,182415407.16,5859932.212,364372.779
39,26916.09984,2810242.932,227750922.8,2040820.312,211487.6158
40,3055.503894,2269609.3140000002,179048442.68,4587669.602,34496.72034
41,228797.018,3600875.998,246962108.2,3203115.821999999,8578.428248
42,119452.45778,5017316.098,246698575.6,3468087.801999999,16748.099236000002
43,426630.8958,5549602.847999999,246467141.0,2759226.772,182193.55414000002
44,375035.6616,8994920.032,490727879.8,992107.0794,114166.87655999999
45,1863677.1204,11411714.684,324354809.8,25273.744740000002,4121.411607999999
46,2194397.1040000003,1200180.5134,352929884.2,0.368738554,1976.2081858
47,1469320.3798,384722.457,498546952.2,43708.27682,2236.12725
48,534053.1156,1197661.0514,481992209.2,12179.258486,8409.455578000003
49,500194.8358,61475.23907999999,280897681.2,189864.8031,9640.001620000003
50,591863.1196,483253.4016,343458083.4,1216.52755,1772.6866485999994
51,1255561.3394,888535.6766,281926088.0,1776256.2146,17530.512998
52,5825039.998,767161.7114,211768699.0,542243.6982,7923.943306
53,12540522.785999995,8924880.092,72586151.82,170578.65824000002,39400.78796
54,21919266.7,18852556.636,18545160.788,33243.32036000001,14906.958286000001
55,8696329.447999999,4867165.936000001,2238557.446,15278.788988,22888.5278
56,172521.06837999998,3814763.9960000003,15552830.236,215985.6594,219068.6758
57,289879.239,1233255.733,1134489.7312,89211.20754,426285.9422
58,315676.5268,1355660.2124,429859.4402,147600.44126,329807.8192
59,10760979.476,3661768.36,765632.0342,166000.99692,679877.3138
60,5334868.6219999995,926195.0936,2690731.0039999997,1188756.8276,1446358.5906
61,839388.6148,788445.1324,5475504.982000001,10412647.527999999,469635.6298
62,9617038.31,19530440.02,4497492.326,30543884.6,1322865.4092
63,14812504.625999998,7551615.5479999995,2612969.094,21129408.72,1398615.4766
64,5786360.95,4313165.466,2526917.976,18888519.232,640492.0658
65,635078.6384,2239252.11,2063105.062,11821839.932,5454.096638
66,2818738.79,2236821.412,1028063.8634,6117585.866,1642.2542475999994
67,1990946.3834,2786465.01,836502.4674,3602783.494,13921.505680000002
68,631337.316,2346162.41,3475998.724,295335.5774,3176.728732
69,2337215.34,1510887.5016,10104130.81,132396.89486,13376.76374
70,2421854.902,1721755.6132,6877487.94,342662.4278,4930.9757
71,1050342.9034,767842.2216,10628968.576,979242.7468,26122.0246
72,73394.31138,24787.50202,13320803.648,6195.986370000002,1388.2347742
73,31633.394519999998,106922.64487999999,3431944.48,9259.04276,8914.405564
74,278389.5262,301315.8072,5587220.6620000005,32287.43516,4002.581842
75,556537.6212,530720.2926,6039849.522000001,194937.5203,2690.7310039999998
76,555714.1378,193440.27604,5099245.318,21197.73168,9815.718502
77,492307.8816,150797.45282,7477646.788,221288.6996,138281.15144000002
78,3278671.9060000004,310995.2908,5727039.752,574159.4074,704.008999
79,2254920.088,939369.9759999999,11668738.184,406483.8632,19592.322876
80,1793576.6816,3413047.166,15784111.074000001,48318.796180000005,159289.21802
81,1297834.5172,3620459.778,12088168.942,7280.728408,185276.32754
82,447314.166,68951112.94,8310810.313999999,642907.875,104382.73474
83,761901.3864,31106529.84,8220377.017999999,1123048.8456,509459.0584
