,BMS,Flatirons_M2,NELHA,UA_OASIS,UNLV
0,975973.1906999999,8103104.450999999,6376628.937000001,560182.0755,2317212.7907999996
1,2300573.4027,7517947.236,6669392.765999999,392035.5948,3151740.96
2,3845994.51,1828610.0894999998,5149994.915999999,775506.8265,2064597.4254
3,7009202.6850000005,1867443.4461,8554554.84,10447.799883,204424.272
4,3218123.004,971180.8134000001,4206277.389,45291.33642000001,579341.0652000001
5,2314772.7636,1454501.7294,2317212.7907999996,4686.585147,430036.2927
6,931852.9797,2668851.7662,6862190.859000001,54937.80549,703901.7975
7,783179.862,2526198.6681000004,9680211.408000002,316259.86710000003,3087755.745
8,1701734.5968,577083.6855,22108772.367,49456.939320000005,1354870.2906
9,1243705.3932,569707.8792000001,26648631.224999998,162796.23441000003,739411.2461999999
10,62148.28164,2027529.9207,16068871.233000001,298071.58194,1839749.5074
11,229750.74996000002,2078566.0674,22863867.615000002,30081934.77,680632.2288
12,885221.9844,4055562.2279999997,33931890.72,56226917.97,502894.2531
13,2950909.2291,1153295.6115,44750362.86,98456170.44,255774.3657
14,76759.92102000001,61422.11631,58756412.22,79202307.42,1604631.2067
15,96742.38636,396658.0194,88535765.88,57276749.97,2387891.4756
16,441519.94649999996,201855.28404,39100012.56,42856750.14,1386979.8837000001
17,1372583.2803,626073.4299,9355733.373,38779733.730000004,795083.0943
18,349036.2165,586311.2387999999,7555455.041999999,36150541.74,235284.91356000002
19,4519.452738,1024058.6514000001,1900756.1198999998,74027789.28,47908.29765
20,0.0,2718776.1981,5129238.132,100445880.0,5919.850326000001
21,1905.7512216,3149743.764,12833228.976,74347728.69,14695.68339
22,14529.056766000002,201935.23728,27967310.096999995,81928005.78,3856.268757
23,1208312.5077,4200831.455999999,50965113.92999999,47880722.49,151500.75462
24,1454203.5129,2524044.6788999997,58507469.489999995,9814843.374,13701.485306999995
25,1437568.3632,2357721.1640999997,61730041.41,679195.1595,149790.63207
26,2738737.0986,1074429.1095,6147749.253,112077.79035,86320.87395000001
27,3944919.5939999996,1335055.6644,351923.3439,154558.15146,55612.019400000005
28,6703198.6559999995,2396201.9955,1016759.1114,806301.0336,719457.0819
29,2682284.0559,2789987.0022,4966540.482,15461.278170000001,245250.52599
30,1924021.6623,7493900.748,11189717.229,574511.0118,75176.43345000001
31,2365136.6718,3642673.449,6669392.765999999,1782793.6445999998,21576.892370999998
32,2573460.6972,2724663.6069,15747062.618999999,160795.79472,372219.4815
33,155967.48768000002,2898173.2599,35728023.660000004,345478.16339999996,18381.92413500001
34,63285.11253,9387746.411999999,80434034.28,139112.22621,215001.5517
35,183495.46416000003,10497842.478000004,148477431.72,138862.88397,364223.1657
36,51326.832149999995,5830592.660999999,186171528.69,466632.68849999993,1598271.2016000003
37,2899117.8543,2591827.9131,271318791.24,3478017.54,373905.0009
38,495875.1855,2512863.6705,273623110.74,8789898.318,546559.1684999999
39,40374.14976,4215364.398,341626384.20000005,3061230.468,317231.4237
40,4583.255841,3404413.9710000004,268572664.02,6881504.403,51745.08051
41,343195.527,5401313.997,370443162.29999995,4804673.732999999,12867.642372
42,179178.68667,7525974.147,370047863.4,5202131.702999999,25122.148854000003
43,639946.3437,8324404.271999999,369700711.5,4138840.158,273290.33121000003
44,562553.4924,13492380.048,736091819.7,1488160.6191,171250.31483999998
45,2795515.6805999996,17117572.026,486532214.70000005,37910.61711000001,6182.117412
46,3291595.6560000004,1800270.7701,529394826.29999995,0.5531078309999999,2964.3122786999998
47,2203980.5697,577083.6855,747820428.3,65562.41523,3354.1908750000002
48,801079.6734,1796491.5770999999,722988313.8,18268.887729000002,12614.183367000005
49,750292.2537,92212.85861999998,421346521.79999995,284797.20464999997,14460.002430000004
50,887794.6794,724880.1024,515187125.09999996,1824.7913250000001,2659.029972899999
51,1883342.0091,1332803.5149,422889132.0,2664384.3219,26295.769496999998
52,8737559.997,1150742.5671,317653048.5,813365.5473,11885.914959
53,18810784.17899999,13387320.138,108879227.72999999,255867.98736000003,59101.18194
54,32878900.049999997,28278834.954,27817741.181999996,49864.98054000002,22360.437429
